"","cHL1","cHL2","cHL3","cHL4","cHL5","cHL6","cHL7","cHL8","cHL9","cHL10","cHL11","cHL12","NLPHL1","NLPHL2","NLPHL3","NLPHL4","NLPHL5","CB1","CB2","CB3","CB4","CB5"
"TNPO1",7.06147287386497,8.24901548788518,7.76144657728727,7.65420248396475,8.5846627514448,7.26116007887544,5.5206220650844,6.84637023787756,6.24572271149573,8.37699300878326,8.17530412779855,8.31615526013503,7.43004752200343,6.71234418948358,7.30640503867002,6.98109842763022,8.35858990838836,6.65583145537165,6.65636312818609,6.5083514915227,6.62949724676384,5.97380273246929
"IPO5",1.74987120278088,2.53352570474218,3.57495725936721,3.49424380834982,2.99023889519891,1.88264074871616,2.5041155411418,1.86610275662708,2.07093449724929,2.00068575016915,2.01097890711072,1.98452464596812,2.34684551251313,3.36777927659716,1.86583618220208,3.19132546355879,3.95022184267317,4.99341691553608,3.67482800438544,5.83614109732278,6.0237855757568,5.3652925399571
"KRAS",3.43825370192768,3.613810942024,3.85499898620628,3.20169410257238,3.75417618836429,3.01676363502785,5.15005179884302,2.52779145090495,1.61052796345548,2.36673493514336,3.12204329434932,3.71748914072608,4.91969492439732,5.27995385940233,4.41027416534981,4.13418283336852,6.02143009170667,6.10249216813594,3.83253300452849,6.11878560004942,5.21915024411484,5.36338183866063
"RHOA",5.570162755474,6.09389302910501,6.62830932573107,5.44991240152647,5.84454678544478,4.71997402911516,6.26713035865036,3.65131615929049,6.86357488120698,4.80724422514662,6.31983066245185,7.05273971518782,5.90009044152757,6.8285992402644,6.93068414926279,6.6962822703818,6.44100611014025,7.20130773819638,6.05864386378424,7.6736644638731,7.83845273885573,7.22922634693412
"CEP85L",3.96101304765385,4.73575311836415,3.21515515467241,4.36314493285099,5.5413599900785,4.68427095665676,5.23128776996643,3.34435352908669,2.98281045834617,3.41708817649024,4.24884031254299,5.2952477714302,4.82224146612694,5.0569663840033,4.74855472112592,4.53816056944392,5.33799939000052,5.85984841860886,4.93424596344214,5.71415411972848,5.06987822709112,5.74138935453113
"C11orf96",3.9486648270011,4.18319409139069,4.42730239105088,2.45756549988484,5.24393281977804,7.68639484827723,4.55360563834093,5.73657739489665,8.13754420599466,4.26908894818882,4.34932059285986,4.75025298723748,6.31625908809085,6.23724979339896,5.53116041195961,5.32869286575545,4.62952985307914,2.15005413199539,1.90831877561524,2.82035417994252,2.5398082895989,3.04337298612566
"C12orf75",5.9898327077167,6.37161826022926,6.91324656946717,9.00174954344056,7.44100841874698,5.11989861934955,5.129389449793,5.01448954463648,4.88573237734949,5.84612301708644,6.0840679638581,4.47273573830716,4.24753548578857,5.14950239001554,4.4048416213062,4.82793539918789,5.76322576720064,6.35624012764771,5.97997711066818,7.36172339605462,7.07681999117635,6.80517561306904
"SERP2",2.66460007224698,3.03895789510825,2.35653117698271,3.03529102241847,3.30830755967249,3.54925143180321,3.40194976969673,3.23590103792429,4.1819691424477,2.39248632396427,3.54176192963207,3.84029017249495,4.98038054794033,5.75699447043417,4.0391025811791,5.22029128443497,3.69284719504547,4.84629213259224,5.98197080722874,4.88881727167362,5.83633184991535,5.29905705284527
"RNF207",4.63616422921048,4.55902985853163,5.27869186231533,4.10660069632848,4.75144945105625,4.69969068112905,5.14035397576273,3.31742147259791,3.74750894587152,4.00084538514743,3.57069151767672,3.82174110256862,4.20483384937308,3.95652690136843,3.77961903659712,4.15044879600466,4.44093783839559,2.94757170369907,3.02653444566434,2.74665870250646,3.03544766800641,2.60682583756126
"DIPK1A",4.05257702760968,4.16902871412478,3.7312266939835,3.38388210925429,5.41306778607354,3.23689729332664,2.11663563881927,3.64470033261234,3.31476690125432,3.09265381123329,2.82577865270563,2.66515692148089,5.07705908055808,5.71000539248532,5.23843557486341,4.71619911863455,5.92156489769612,5.46362303308838,4.67417527205352,5.18037840202294,4.62644208126308,4.22694395736815
"C1orf53",3.56048377695226,3.54986655370752,4.09806690276046,3.48721909282462,3.25894701575676,4.47704897971017,3.8240240384428,2.78216207515829,4.72903086014416,4.02920878378702,4.98080602386558,5.09242323615297,2.51568678618962,2.35877222633098,3.34950584677408,2.72063973899866,3.84429733027291,1.53066137193547,1.8443446829661,2.13950579616915,2.19338639371621,2.2782234480934
"COA6",5.98106436302049,4.91405556128966,5.41137258175995,6.17400223927611,5.96459678216948,5.91085899994638,6.04002397986607,5.34902747945745,5.72944724387998,5.5869803482854,5.76554634862687,7.18798975417871,6.09651610654233,5.71060837017334,5.81321843885758,6.1510153450297,6.38692809966182,3.93675842104791,4.0394374556671,4.91882003965269,5.57877346364292,4.78360089373382
"BOLA3",8.53608283732378,7.72112763927903,8.21402499619257,8.80979268441528,8.06481007103911,8.04825692292513,8.22882690736286,8.13568099005537,7.27600214164689,8.05380200703002,7.34271310281498,8.2211369339187,7.75158805085843,7.51446831331815,7.43057993402858,7.21595661966841,7.85748143420425,6.53354483637597,6.19746229041547,6.45379141440365,6.56389793726149,6.46128896386728
"SMIM20",5.49163964630353,5.60357737650683,5.47223235995165,6.64837583254165,5.79515595756437,5.23674310660605,5.44046930413993,4.1085502060087,7.26417258738666,4.60900083233257,5.57298994899703,7.02160331739501,6.64429420840893,6.5661019047882,5.68816108278088,6.26167862323335,6.2865286038725,7.60617642521893,7.59777088516296,8.16241203828016,7.64644510379584,7.25047747127052
"PSMG4",7.37076204986656,6.91880355165702,7.78542810627357,6.76211275986181,7.1651072060991,7.3280553692739,8.21181487258559,5.34509337318291,6.52407224984768,7.22356930771932,7.01493726557185,7.88213391449906,6.41964187328658,7.29354630422493,7.09523782529047,6.58747730284912,7.64904347289809,5.18093406345145,5.48992693576499,5.79968050750462,5.99663670490834,5.81074851577569
"KTN1",5.49621014734779,8.18367375719415,7.82930199323979,7.95210019842765,7.07446510165785,4.35314004839145,6.29234179907733,2.88279178879078,3.6900705031788,3.84297177675017,5.90827945425858,5.67515568040671,6.85454994716989,6.98333984135903,5.99849581694927,6.38664949926328,6.94353803589865,8.03448631294607,7.24606002532048,7.92472291622625,7.6770714881825,7.49510072210189
"GLIDR",6.41594080406749,6.37360302063016,6.84714710257867,6.82703238953723,6.4244364639414,6.39655038200635,4.91686601402047,8.75643032522372,4.79572983419151,8.05279776282921,8.04951890385057,6.78039532001102,6.81943163444271,6.45928990990014,6.3231067922316,5.90003219143116,6.3420093306882,7.93275261143746,7.05462554834859,7.94050810962241,7.91812977825412,7.06631690772967
"IER5L",3.14999107864003,3.73324512935005,3.28907472941197,2.97821276217919,4.41850690204418,4.87146980452108,4.57066741775083,4.03084465298265,5.64629530472216,3.24520940321228,3.82582829653944,3.5892248595491,4.28924323807289,4.99866237605204,4.03851709297905,4.54532687063569,3.52874523082468,3.12413852800952,3.06519772955745,3.66272569878232,2.88384620712883,3.29462150586616
"AFF3",1.67598318767186,1.96651804504142,1.61857008243351,1.57577956407722,2.06067647314999,1.56977610809903,1.7895122110825,1.6606323606273,1.90339125612911,1.99760009562339,1.90514455353764,1.5759683404488,2.86978905492507,1.81995159308641,2.15738379133792,1.72880709908981,1.52271680249492,5.85613561137808,4.62944612717793,5.33852865498351,6.07007046332214,5.35837806864459
"LAG3",6.47445263247646,4.18046088505241,5.0015017664248,4.07739505940538,5.60056483593299,6.39089111427328,5.10576479457558,3.63569384005952,7.00424292556163,6.1417279662469,6.01257139939491,4.01290743700192,5.48794862952835,6.39650122018443,5.24552828778623,5.88039740080071,6.07121068423756,2.6659116583207,2.36125596541921,2.07034070565997,2.63950915172868,2.0251723139795
"LAIR1",5.16830347023917,6.89529291262853,5.48083748836496,4.76316932504942,6.08287765871544,6.55132661626376,5.38289921498078,6.29904530309301,7.81081466221733,5.16668788673995,5.69252908231859,5.88039233693402,6.35816352500547,6.76961404186297,7.64316660682086,7.21057604290821,5.35607694369201,2.21678809495425,2.61056567446067,2.60925255323451,2.24392352823922,3.32016823810926
"LAMB3",4.01121784157348,6.38162038217752,6.77594381923587,5.61203946097918,3.55704672853576,3.28015469001155,5.17794389712576,4.13375017772863,4.05797020414763,4.93223642280367,4.9382226348859,3.50210359572741,4.15047142757966,3.29215932196333,3.81116244312254,3.86082524999043,4.01564446823051,2.99132692387681,2.64973982953715,3.05145014587447,2.56771913190924,2.60274292195496
"LAMC1",3.53921947981478,3.25028203579433,6.09259451637387,2.58265538287696,3.70026362429564,4.48631057861827,6.20233757334821,3.13872424581045,4.11562399299437,2.89002672690112,2.50930044986652,3.91615538664108,3.11102033143101,2.73874960686067,3.87026202894331,3.82794886058627,3.22799480254613,2.81072913609614,2.3644987326723,3.02902727023033,2.38758792343339,2.57354706884455
"LAMP1",3.58446596010678,4.3864463392098,5.48335835961912,3.25860445653004,3.35332137353826,2.98136238932648,3.61656997095661,2.69450025994789,7.84282688795635,4.77426014578828,3.51435784874847,3.17036347881909,5.0908733757174,4.57558153222724,6.75998392396897,5.76006822710596,4.06143148114081,2.98642975141666,2.07980297449325,2.53549380195612,2.43406266709597,3.58999525835798
"LAMP2",4.03574255487351,4.2571510675135,5.17262092320918,3.49144473154581,5.40278850542579,4.03606169430014,4.76564176200277,3.53286633543622,6.42956095423039,3.64591587156773,3.44332545202012,4.51505484438136,4.50961302420949,6.43686237511404,6.70206159838775,5.85996305001261,6.22503033390206,1.62152052970512,2.26790737139201,1.91095018403224,1.88789844532318,1.66469232813262
"STMN1",3.21072614221866,3.77024812694612,3.29756796684979,3.8320103829769,3.63418139534586,3.74969692471933,4.40263678510765,2.38097594406147,2.78028534296648,3.59545146590776,3.80738520207385,4.75790080904571,4.29863880173518,4.97376560489605,3.5080574780958,4.58809164570541,4.67514391507233,6.92527810123878,5.60842179894034,6.72846526061817,6.3332467805746,5.50859352047946
"LBR",7.79091353780268,7.55278638566443,6.90671565052553,8.09226602122151,7.87055192106986,6.43651415075927,8.14122516899088,6.06766352990051,6.77535100490014,7.24068930573568,7.04759044095441,7.39840906129537,7.81163270203005,8.09363938960157,7.81454530034119,7.86551948063256,7.98328474865689,10.3871067887539,9.57678260814459,10.3633641613041,10.0634466101429,9.44455837303231
"LCP1",2.33461360042171,2.48685830872516,4.41842527255022,3.55776568149372,3.37169334045137,2.35662264045813,3.25913134256896,2.49469497995927,3.28218614335274,3.01127373211887,2.45736353667535,3.12693185891419,3.27168397055686,3.64706007819849,3.32436496103292,3.78682651503842,3.56926926787866,4.89795056618053,3.08800505249461,5.48194090198339,5.44952630089978,5.68634367498742
"LCP2",3.22594234972081,4.15486288585943,3.08288739060594,3.98554495930646,4.26132935381941,3.45177895511471,3.5658691280221,3.57702335881325,4.59456382460697,2.83332586421691,4.24556215979853,4.64153894635053,4.55663504449963,5.01153793204732,5.14084790020958,4.20515668414017,4.28331477379516,2.49062953194561,2.10801999253486,1.70986071981309,2.26684452045993,1.66106633248112
"LGALS1",9.61321845862993,8.56873555879135,10.1443493278762,8.26700626593174,5.63591790073637,8.7199593822007,6.71690963739142,7.02690846825356,8.12504599894837,6.7078353500504,8.18698731315228,7.0576941021254,6.63314211566731,6.96114304714501,7.56639401073694,7.22900237527912,7.12159437300945,3.96840851687027,5.08172682305624,4.53439495045845,5.02059780462222,4.37500221726299
"LGALS2",7.17953505700855,8.0986258951849,5.58205721239696,6.24652295543967,6.11842084856106,7.34965987737112,6.69507235175516,5.73924788062226,7.70398903964752,5.40924267675265,6.95437843264847,5.1196966103356,6.69817852852856,7.10913638799083,7.08255540082891,4.95916415320972,5.49378305905908,2.44432269364015,3.00796166564755,1.83259699912985,3.25686107918111,2.39868813025861
"LGALS3",8.70740126656118,8.56018246309298,8.95535378239646,6.8952010502756,8.38790999115633,8.45341638576452,8.72155109491018,8.14071209730673,9.8324324926625,7.37873417679404,8.61030352105856,9.29902903877733,8.28361898309177,9.00269628243878,9.40550429699386,8.81013954721463,9.91586824073294,1.38874325889261,3.07234227986535,2.73289493717534,2.61961515750855,3.66466884056308
"LGALS3BP",4.06565199905488,3.89801895752911,3.63151133707975,3.76100450938504,3.92340816940759,5.35791989553841,4.16663636814257,4.74791624364991,5.69635310162106,4.21913362420633,4.74155304030713,3.55443451564535,4.44270872848146,5.71060837017334,5.18348139896091,5.29576164519939,3.95577921204414,2.64131792102224,3.33695281754849,2.78364758149949,3.15886722977199,3.09965815875582
"LGALS8",3.22672890457503,3.94767438004605,2.58854364883763,3.03062729729097,4.49599906559096,3.28149650120645,3.08728833167574,2.69218583090304,2.51492064954544,2.45468435983811,3.38529737985953,3.29197239837398,3.44789692380644,4.0018500294401,4.9579900228768,4.04426171034175,4.69693762995556,4.405556420059,3.63721644955738,4.43699588468692,4.43861136838151,4.04988371507953
"ARHGDIB",7.83568942532704,8.27858249543213,7.0821341941151,8.16431305426039,8.13591454086401,7.40302832112296,6.98922832459799,7.77959138085442,8.77840095096067,7.56752797163656,8.152935869831,8.53418676369664,8.8611176601856,9.09167522615963,8.62720825798608,8.85295329612657,8.62848972758617,9.35369018496352,9.58086701614329,9.64564852868433,10.0513062431075,8.97575813596666
"ABLIM1",4.35362251652868,4.59616638865785,3.73754336535585,4.61684820774187,4.75099206993258,3.71010687265827,4.19508211867882,3.73217749304875,4.16476835363228,3.98782695877552,4.3237801188242,4.11120971853207,5.82765919698824,5.59694355258559,4.93624845016433,6.25500197755866,4.85597536299061,6.91632455501625,5.56987138495502,6.78744670702027,7.22476911123193,7.33749113189505
"LIPA",7.15069099234049,8.35439050123286,8.15635157545153,5.48666253051034,6.64421712322114,3.48351098402051,6.63344439966018,3.67192850138959,7.37023551070109,5.07848728107117,5.28924218779413,4.47131235030986,4.99249020890364,8.97028234456534,10.0611565725426,8.74885362391698,6.93641780520367,4.37299687371859,2.79159722633347,4.44409833883546,5.77197599314211,5.63265286904334
"RHOH",3.28378174402628,4.17879793162189,2.93525507830481,4.53425477269225,3.74051668314458,3.39268639840758,2.52367129661599,3.44494586944585,2.39049551137419,3.89048701679119,3.24917314201057,4.23206927116614,5.03663981869687,3.44810485075145,3.33430300908777,3.35291289488813,4.08735601359833,6.7827823520856,6.39861678636269,7.19924310063722,6.62215990366653,6.20827652667272
"FAM102A",4.22252590442751,3.53929222242812,4.40781498506712,4.79178120614785,4.56868060535613,4.66774562428387,4.22998310799859,4.02338353596759,5.38127289558268,3.74721591701272,4.18874580830777,4.482577822113,5.54574103127513,5.71360360419384,5.37332444981067,5.60935888639294,4.38159727368678,5.88130793658033,5.21832777181873,5.73928044539048,5.69567303506715,5.40978861965993
"LMNA",8.02066664223011,7.9019496274352,8.64101613902348,5.5073485754623,5.85945336963218,7.40081140413919,9.03943682520356,5.53065908611572,7.75137890019476,7.29604444127725,6.82372382197773,7.1990780312524,6.46348967121196,6.98649026195657,6.93774405486907,6.71150297492683,7.65618414328829,4.22395620149851,3.70065718326537,3.84490174404207,3.63893014980548,3.79860328550133
"LINC00938",2.73087895978298,2.1399217824387,2.63407627179764,2.17122184696164,3.83209493668446,1.91895638862214,2.56044094009767,2.20688607620519,2.30507284483665,2.47812304478551,1.98415001835175,2.77614302142176,3.57186532877849,2.86232905234085,2.53819927998775,3.2703326853048,3.03063751580815,3.92598657175101,3.25854196183112,4.66600588719615,5.11942589496837,4.90238805146287
"LINC02381",6.83105507974946,6.9647602482682,7.73500328003085,2.98716388244446,3.50239095700035,4.77655925354536,6.52344055135254,3.46236344990806,5.58436170024594,4.32278105129634,4.51755306315002,6.36048303968081,3.51599383829172,3.74776300917491,4.6356495490843,3.63202568644715,4.98616993134962,2.14020782172682,3.1518769324202,2.44543058546846,1.86830025970007,2.14020782172682
"FAM174B",4.38508897045064,5.25954689684853,4.52651256166202,5.16364715255938,5.91481563773208,5.49365627045117,4.63955966123516,4.68458413807875,5.76672787195632,6.4996185341836,5.05736828981347,5.07978910191289,5.42757192699496,6.6391226274592,5.00746589317759,5.34023329719297,4.63541682007507,3.77892500944836,3.9909498788705,4.0934544470535,3.5513461938115,4.33558431587794
"LMO2",2.21872508388702,3.09821554736171,3.86743509157828,2.45756549988484,2.75510236122393,3.11970324665608,3.46825182149135,3.02325291512616,5.06771500834039,2.81272832627229,3.39919014324681,4.87959168381188,5.95958218851732,5.85887671266907,6.59607078062967,5.90893218233542,5.00758098012333,8.02487868670408,7.55339371212163,8.74513683969622,7.98542990216895,7.58256780920103
"LINC00909",2.96620599228948,2.13446392017281,3.49283919981689,2.34024464920725,4.79575711278135,2.40448303230909,3.46535100880823,2.25968812010656,2.89051395232887,2.52789576346042,2.12644767568957,3.39463640391744,3.50777966778488,4.56104688222173,3.44439727014026,4.12420726427743,5.02712438118327,5.37844578560015,2.78341499378178,5.81947766851618,5.64988170652206,5.24280735852631
"LINC00487",2.0440066055401,1.7407279547816,1.66195038298936,1.60852252130548,1.63292480571628,1.58030868289621,1.81524974918091,1.56158171492749,1.45849439119041,1.5910169733039,2.19381568528265,1.80571083497919,1.75742393338675,2.78881688427748,1.67084592904774,1.87318602050072,3.02792005128397,4.31083977110438,4.34278354551809,6.89450336007222,7.39423805478186,5.85086429083567
"EML6",2.36126012248988,2.62379370195971,1.63232826734463,1.91365069927715,2.32265149909362,1.90579669483967,2.40459190128879,2.06991498767726,2.06262691309767,2.08189218980804,2.08298376091734,2.90706178488447,1.73929171325524,1.83275229917238,2.42410703083916,3.269966745897,2.72807650729871,9.33687857546433,8.55941282605555,8.87561715289822,9.52433728036399,10.1871084186242
"C4orf48",8.48483493058538,7.8882995555798,8.71602779101042,7.71708393807214,7.2275172315443,9.74271418593902,9.65860680278296,7.56051752036039,9.57030629193149,7.81248549375572,7.8711323849779,7.70988002858705,7.99463079053539,8.23145315998069,7.57667873427806,7.65751052363111,7.20237490381663,4.30032476362695,5.45683614221728,4.9384936132402,4.37500476002784,4.01740458252977
"LNPEP",4.01153204022282,4.48374744805502,4.13783522047686,3.87087863539433,5.52248155358949,2.34597345069105,3.75523550675984,2.95973440410099,2.7185407616956,3.29565659326135,2.61966291352087,5.07754469963997,4.09361929779664,4.19273142212705,4.04606432478756,4.56138937709513,5.60940441546567,7.48515894584926,6.01799719305467,7.0820491941266,6.80514087882632,6.77268172330269
"C5orf63",3.82415908652103,3.84818928040072,2.77615605467136,4.08985110219485,4.56693348546441,4.67269267735528,3.09160165710683,4.76290210502089,4.45050742771273,4.82449484114459,6.21858966839262,3.45957615923639,4.64090091805598,3.51521270328758,2.69910374547614,4.12609654114774,4.29314162162272,5.21601095930869,4.39886288228568,5.01264119099296,5.23608080680632,4.55078663121127
"VWA5A",6.6809002375616,5.09987152860431,5.95577912122833,5.16516098800465,4.05116399651482,3.73173618616555,3.66209517992365,3.14651624373487,3.65201704437,4.26681345131908,5.55810639295636,4.81419537926254,2.75628479158994,4.25475702261013,4.57606304300838,4.56144328375533,3.89253758258544,2.43150845479227,3.05920404451472,2.33546102491957,2.36951452068667,2.2204051049568
"RBIS",6.24069218711769,5.5037959699507,5.40507166104942,6.13407784622807,5.74591288110576,5.98114748719231,7.19734681029504,4.76365187002195,5.44443665840168,4.97458288174773,6.14289155502069,7.11070530589986,6.12660921239285,6.15455897637828,5.17395404886833,5.57108320291643,6.70395059925467,4.6504161376981,4.93730657469196,5.1254447988369,4.86630433350451,4.52704837432414
"TOMM5",9.93791681819401,9.57585446682762,10.545254825564,9.37297462341231,9.84478745720259,8.50394641611641,8.70508639072679,6.38265820286076,8.72762957742452,8.84981640757985,9.43276722051872,9.62709177591179,9.97514697237611,9.08730367823043,9.13862637347242,9.23260910884115,9.71765405945803,7.86819125039068,8.01558515703644,8.06487275874598,7.84894060373208,7.46330133087609
"LOXL2",1.7049386312075,2.06432313016309,1.96508978334675,2.77591710765225,2.48945040832139,4.99984321306484,2.35430012887012,4.0778204526561,3.80762994072024,2.64917311716482,3.38463029003208,3.32176254898368,2.34508536103841,5.6654727337732,3.39175155070708,3.57809616621112,3.47712129501888,5.89920839729746,7.00658211011775,8.02387228245043,7.97745375425717,6.81380001886417
"LPL",2.45414236800706,2.12573296223994,3.10275496908844,3.94567605810148,3.87443873197431,2.01818892936871,2.31915592901351,3.55848311773586,1.90100721321976,3.42733740247424,2.27068517549591,2.21956283419094,3.42537258942699,3.09476675970209,2.61197584071938,4.68001577157572,2.96602237191683,2.00458111271485,2.17440683251595,1.94876942668619,1.84474480150773,1.92511865761227
"LPP",3.71303147185941,5.34690924122219,3.97588857980217,3.5681629361488,5.32883096539193,4.86738377674034,3.60368134096964,3.67882132235545,3.88412035669424,4.7315239774067,5.88796914452565,4.40125471377867,5.29818779158012,5.26073587736788,4.81049322884971,5.43104126767923,4.76527012423927,9.45421568285995,8.65067353491035,8.92580004866813,9.07353253300801,8.47665794300201
"LRMP",3.77922323124309,4.16010711542042,3.87961786010989,4.02250089453153,4.64402588565422,3.53926320144031,3.50845132627808,3.55408685087476,3.55671549439192,3.98308687507895,4.10463002188448,5.03498643048174,8.28678490482486,7.97180905831762,7.56766852327709,7.45121506742381,5.51331246467256,10.6562322721212,8.87564929073254,10.4552911367803,10.7777706837625,10.222935555764
"LRPAP1",3.34332848204676,6.24300547471317,6.24556972881754,3.83209972911812,4.24339597679994,4.88983282583775,4.33976002908031,3.99081674294015,6.0968757843102,5.8164213158427,4.08483448783394,4.0373654377112,4.23008388793777,4.33384630487521,4.77538320626567,4.75321446876397,4.52971863868872,5.31758450336561,7.00019582307718,6.8193070405654,6.29388776696787,4.84573907010654
"LTA4H",6.68124420953037,6.77219041162324,7.41731923559801,6.3027981129432,6.35115040444511,5.72059119038611,5.70430797321536,4.91548937921306,6.73332958633566,3.8322381982611,4.70012896285191,5.45973615626883,6.42140438272326,8.01908366346228,8.81032940543945,7.95577015372509,7.01131529388584,7.30417435779187,6.59261919236578,6.70903342332926,6.8470006140093,6.21721381258688
"LTBP2",3.30097365263368,4.6531081058861,3.80181081148533,4.81632174934899,4.72887892861791,6.68669027190843,5.02561764005485,4.57418408702896,5.14833479393575,4.51467133713259,4.6257690564281,5.48164725393594,4.16587209886187,5.4832447590399,5.18713575174928,5.84239991490468,3.84750458823757,3.53194406473526,4.00702660759635,3.21779946247717,3.41884634095717,3.19163084384712
"LY9",6.34009527729779,5.50439083173268,5.62475911943547,6.69397144563243,6.6230415721614,6.76099902384642,6.49958663952357,6.25987460687898,8.06037738200641,6.85843088240751,7.18471532552083,7.24629460772521,7.70293779493803,6.66127353915952,6.87353027835391,7.63098414463946,6.72694752060732,5.68918902955243,6.51101595865302,6.03565064419121,5.69013035432984,5.60469819242401
"LYL1",5.01255371138072,5.80221385735759,5.87099679602567,5.43989308407056,5.63834359146882,7.00644085681842,6.54268890065501,5.45631426862088,7.16036634826614,6.35893948338449,6.22947445596983,6.45710594961594,7.44031047138837,6.94686598188311,6.68545204441085,6.75083167703061,5.93448397624237,8.03805628345958,8.62518556541515,7.99345998062483,7.747480981801,7.19345365720915
"LYN",6.95531878037282,5.97896533165469,6.38995067879281,5.08181023071588,5.77072283270475,3.93372724444806,5.80043298397237,3.85878905943879,5.12024064343636,5.43862676057183,4.82663614776403,5.78862509384689,5.06877502581314,5.84525771959139,6.27470536805527,5.90230215030593,6.49494377096818,7.20974942020303,6.96532109817111,7.33037425369282,7.21628247505967,7.34845974446261
"LYZ",10.3851604696588,11.1444020836212,10.4054251279169,8.25851038736026,10.7597999895504,9.92469491334108,9.21174099174021,9.72983082684046,10.5480962224787,9.11078074612793,9.6553720665914,9.78265371499341,9.62485094306423,11.2298084435603,11.6287320267106,11.7237927385052,10.9411331881004,2.1757435058455,1.29959993897495,2.07071726448619,1.99690470596546,2.43353235876389
"M6PR",4.60411615868337,4.67782443698424,5.38768140237531,4.54826616889591,6.74216557520389,4.80969111675798,5.16771200749932,4.25921094414986,6.53782685503818,4.6462794879063,5.08889347184518,5.05334681983738,4.94154844237494,5.79076485123657,6.15190994825227,6.04884467662619,5.78147907857256,3.09446011310457,3.88915183293377,3.18233663297139,4.22205832325619,3.82685922781161
"CAPRIN1",4.14588360194304,4.88280233850605,4.36141290684795,3.95834912752887,6.15194081193803,2.36504985116859,4.21941240916865,2.04983612067696,3.27294836239683,3.01264022194564,3.93287353916839,3.52645920163252,3.95152483057943,4.79422443566854,5.22792744115582,4.92458201078214,5.17111841541391,6.01312579153394,4.30381015797698,5.89144270960414,6.36135694512118,6.04041476085767
"ARRB1",2.66984375896436,2.96037861633392,3.6429808657792,2.59673879829133,3.88556321437551,3.42477588421191,2.48818788355674,4.84133770209795,5.93550389856412,3.23217976884764,3.46931182696578,4.66820368134607,3.32242181324723,3.09551710031527,3.60057389235398,3.93724886001605,3.34316731323049,1.82991705244567,2.8021716136435,2.13513981618731,1.78578846252545,1.6883533831139
"MARCKS",4.42956126407293,5.85402267372068,6.23915119093738,3.91237360130157,4.57666280652817,3.61661413621445,4.25530889863796,3.88089110311972,4.39575105207582,3.71465477500381,3.85625014229701,5.18976044333776,5.09485088175109,4.70843097768498,6.58882913447572,5.25807795680294,6.78204289792887,2.58990932010633,2.1580247871978,2.30456572819133,2.90519286614509,2.2816650501834
"MXD1",3.25991835182439,4.81232089666277,4.59588525282866,3.65305931129035,4.24606916608982,5.70869233284594,3.6116197204458,4.60927919406678,4.5231439326008,3.99073408433924,5.08150961994341,3.71672566936917,3.24592450312748,3.76008012429574,3.69668791307162,3.29824426769751,2.86179304625986,3.29318026807698,3.7085575329118,3.01525351553032,3.15070341471046,3.13412356351347
"MAD2L1",3.46521654934531,2.59335779824517,4.24354186054454,4.3656346843906,3.87691355695708,2.74043316463252,3.77852462804312,2.04983612067696,2.5348996793052,2.64357552816557,2.63950915172868,3.59823894064349,3.58144868949562,3.96971629639243,3.80595486979087,4.30181204470159,5.76995959880523,5.29101325161702,3.59004477716484,5.30077397629367,5.54921998768009,5.55253044465445
"SMAD1",2.60712497019744,3.80647014863122,2.44366159878452,3.12190709054236,4.13083791054413,3.05517491132922,2.91578856595064,3.38777931353038,3.6206329192924,3.19080222243687,2.32662845888153,2.85760431804996,3.27710139035146,3.44201610143445,3.03102161538385,4.21846599410684,3.96431206132515,3.13086537549715,2.35431845239294,2.33377042247706,2.13126742947568,2.24889859615251
"SMAD2",5.4757156858264,5.51050357349907,5.23150284573053,4.0024393810893,4.35092044179792,4.68586420698259,4.84345343169632,3.39662787853556,5.44068577014214,4.89036741566091,3.58830719416079,3.94269335880032,4.12620877177578,5.30584023103594,5.96789107962436,4.99252761023809,5.17283075556036,6.1648068038831,5.62889268450694,5.53749038736076,5.53544178557077,5.60453539339831
"MAF",5.65277575866646,4.75925588909518,3.83009808271929,6.48154330068288,7.30437680907347,7.44413959901772,4.5683038282343,6.0092912563153,7.57093218835432,6.79882792353981,6.38582471598377,6.8863819320737,6.27229797822506,6.717024103077,6.37957601390827,6.63078537830251,6.9128946174933,1.46172662190887,1.57482212327644,1.85034946116009,1.91200034573625,2.01173556810326
"MAL",5.03353211003189,5.38070581712477,4.66071537664293,7.33878643096386,6.04327918480273,7.74250723722916,7.36328664402423,6.99291472531115,8.16065187031702,5.49417435143273,6.24733320590086,7.57862651735235,5.54458666150584,5.15354645964691,3.29333642509429,4.74652480041243,5.74394756012584,3.47364546483975,3.6236022894148,3.83299642882614,3.46047597186072,3.93022176864753
"STS",2.18558074035593,1.7160827379417,2.23530702182062,2.80510115621515,2.54463653838391,2.32617142775796,2.3448636691668,2.72443804542869,2.08721581640731,2.45396715388207,2.9047370801694,2.19737511462427,3.19912069222095,3.45971370694859,2.59220166850346,3.22113970669026,2.9588828258229,3.62099352102373,3.74142237004622,4.28401764224289,4.53110857240996,3.52004987406684
"MAN2A1",3.21921799593126,3.60749643078083,3.5658691280221,4.36836403307913,5.3094392317794,3.39553722302736,3.19963002432338,3.08661399990517,4.22599669242325,2.56566081500382,3.58835342602468,4.58792379248038,3.92147961969752,4.8156287557878,5.7142650683211,4.80008074956005,5.61560123894962,5.65336519490656,4.62309742110074,5.81992358355941,5.14710058244745,4.68715663838385
