"","cHL1","cHL2","cHL3","cHL4","cHL5","cHL6","cHL7","cHL8","cHL9","cHL10","cHL11","cHL12","NLPHL1","NLPHL2","NLPHL3","NLPHL4","NLPHL5","CB1","CB2","CB3","CB4","CB5"
"LINC01010",2.92870510290554,2.74487094374862,3.55567299374885,2.80959455659857,3.22745844654954,2.82043581049589,2.10464350659298,2.59607573013371,1.75808525457186,3.48197196445859,2.64972940335741,2.26386717928932,4.74953830321346,4.28499295085997,3.66700179896643,3.3074889752203,3.71745732319358,2.40452311121789,2.21450982456349,2.59847020695107,2.20915354463854,2.19957215073313
"CYP1B1",3.23230298064275,5.40418034955935,3.40731461618478,5.08531019789032,3.87765608998062,3.71433126685958,3.06467202996651,4.31197829443435,5.15900271385105,4.17013928285781,3.1863484347541,3.20284274870281,2.41164404695411,3.83171093805621,4.04005355375829,4.229731210529,3.31615955345155,2.42181656125958,3.0626534781611,2.56415837611729,1.81329239982731,3.04569042401099
"GIMAP8",1.83638409197805,2.7137531686408,2.0042243285132,2.46424652236001,3.10553308681684,2.17803576953073,1.93843686102187,2.04983612067696,3.95118326809741,2.09025277128281,1.75282218698152,3.0699544367714,3.23749153471049,3.49085329715535,2.68070600382801,3.34435352908669,3.38816578838132,1.62975062481691,1.43628901898543,1.97499018434396,1.38922358571877,1.70981971500177
"RBM33",2.16261364637447,3.09093743081243,2.63950915172868,1.94821409491529,2.30232706653851,1.78816464945767,2.36334322984915,2.0713540504397,1.87874722984486,2.07913688110402,1.98072361787749,2.26374668506076,2.90018202601013,3.27739016525168,3.24320295496172,2.3785710530737,2.62897571320819,4.91940468412014,4.6906343410045,4.68116904381757,5.19918942279573,3.90368451071091
"GRK3",2.50182446219189,3.59133814783643,2.68339872659733,2.65746526032303,3.42556369140834,2.02079374049297,3.04987329458413,2.30693972787359,3.08899009661628,2.30464630317236,1.95007610300316,3.58575287839168,3.04987329458413,4.14987068113546,4.3057290093318,4.03520282075353,3.21578045647656,4.34114486092949,3.07415925096203,5.35079066924361,5.52070160262171,5.08039887019869
"PRAG1",4.477464206561,5.32861678724079,6.21754992253687,5.07530393685567,4.76851369552651,5.96223515409966,4.23860380922785,4.18505990867916,5.51203663423039,5.64983223831752,5.11053964428992,6.38089894323085,7.73702931084437,6.33860194419031,5.47331986989777,6.35944983625646,6.71804507743904,6.18425317333534,6.58793394917058,6.59423345124864,7.11263760503704,6.36150692173997
"CDCA2",1.97282077745465,3.07708496604988,3.96533059893033,4.34138543629597,2.56007852482707,3.47948233822965,2.98071884289426,2.75534731578622,2.83345840949522,3.04204997586811,2.12197646089253,2.97432481226606,3.37995570338827,3.18169374298077,3.33295569230367,4.13891623530712,4.5394790222149,5.76549962505913,4.47649083993245,5.45019362235124,5.33307572116044,4.81954947545239
"ANKRD46",3.11588230999528,2.13446392017281,3.4795903318447,1.95125286504067,2.69069712373358,1.46388239474863,1.62435704212949,1.6326976938738,1.79725642560106,1.72030452938431,1.97412261858308,1.96823757619345,2.03045356080068,1.85006847171542,2.65071261070523,2.68140287578824,2.78047715069946,3.66147405287255,2.12286378771625,3.61784535941434,3.79920992701148,3.33979729281528
"ERICH1",4.11589705616178,5.1077367527846,6.31581917629077,5.1492313237546,5.78624495802962,4.70708156740492,3.84554789845365,3.3738797400116,4.89777208269272,3.7375351358838,4.28781574099958,5.68046302445172,5.25009417092567,5.15350733252533,6.03256846098809,6.24441358642199,6.91814164501258,4.87520588295774,4.17439061012388,4.55054445013334,5.37707693356659,5.26448638331373
"KIAA2026",4.215463544193,4.3861891448637,4.62943128590628,3.42044855940732,4.04810511516057,3.46640312949086,3.64649143864653,3.56984548018228,2.91239176790289,3.49052991733019,2.59917216537603,4.13640509728049,4.05276001650143,3.93887613771664,4.0247910908395,4.07072006315846,4.44698358129259,4.77323354651525,4.70716470800528,4.84634366028217,4.90052778782436,4.69903189038687
"CYP19A1",4.51681168508756,3.08179288710237,3.45588631099927,4.78087389929156,4.66049562927795,5.98986167566643,2.52344597470178,6.57152795980451,2.38486284106114,6.00585051521142,7.30084837681007,4.73971751672551,4.26876838343673,3.6542022421767,3.18210538738277,4.03606169430013,4.35689182136197,5.46187152163123,5.83445485720707,4.55655018229033,6.02959324243482,5.08172682305624
"CH17-340M24.3",5.35838917744607,6.10040439379694,6.0732145162062,4.67849198627363,5.29527868794728,4.41647058809517,4.4020490333506,5.35954705500115,7.81093518013082,6.14090713120805,5.60531348961308,5.42361520731544,5.31186633820647,5.29431021522078,6.65409441714555,6.05004611052654,5.37763472553658,4.32624579817492,4.92018219489661,4.5884634879849,4.63061388037122,4.40039902573935
"FAM122B",2.63953672604837,4.56834733517349,2.24930991460717,3.04337298612566,4.1129376653363,2.0959476436026,4.33302393282754,1.58896332543231,2.46972518384811,2.15152615853152,2.79134535353088,3.73919260570173,3.93213807441187,2.96241652442017,3.55089697269022,3.2559725478737,4.31177556148419,5.2893304490151,3.8365710854163,4.58049242944069,5.32239367939194,4.97458288174773
"CYP27A1",8.78740534506199,8.96148842969842,8.73882428745216,6.80950771988575,8.50480640088232,7.24086474450756,7.72934114197178,8.23126826193612,9.74992411516443,7.86999139733435,7.24040210702316,8.1020371132169,8.0822469953837,9.79795291393527,10.7429044946373,10.3112662589976,8.40379759307123,4.7290086204619,5.84076187521737,5.46833877683088,4.84743411672619,5.12806326787438
"CYP27B1",5.06938670474897,8.25033687604896,6.61960656414677,6.31346361526332,7.45637785483593,7.17503945037893,6.26105193186967,7.14432233148993,8.35168298082148,5.45964298365526,5.12123430823395,5.84341288707073,5.49382379468271,7.50304782438045,8.39964137958177,8.46290525971352,6.43522765660927,2.30533896080594,1.55516587988153,2.22764136805709,1.86627817197364,2.72623833465283
"DAB2",3.86797389755102,5.66277822576507,5.40845706467218,3.2684455138524,5.96059340495539,5.08055675785181,2.93642815653887,4.89330193191223,7.01654473708159,4.66870990956518,4.49402123528932,4.93395972230023,4.19322763382472,6.53328523224302,7.32243997369682,6.85485120132345,5.55031508052334,2.57648224705922,3.69228295070594,2.7880541638718,2.4397696392834,2.32557684678686
"DAD1",7.36103599760762,7.42011335264578,6.9028782848585,7.51561874212745,6.80398713187549,5.76764766238585,7.96522630961846,6.37577829187213,8.32055891516205,7.08891399979018,6.81591773417426,7.69438728255909,6.93543081319463,7.07339572563403,6.91651357909228,7.28368341853452,7.09910597520878,5.40473299917247,5.86901260069127,5.78190938170103,5.79223214407073,5.78749920855248
"PPTC7",4.98597764117,6.26480152954987,6.49435501314582,6.71403818000974,7.28358006064107,3.67146380583762,5.01106317475421,3.12863055478425,4.64184454541798,5.33572943020468,4.83524282037853,5.64337637956443,6.50300865778449,6.90574314654022,7.15224750693748,6.16665358476726,7.17529880436488,7.14846132944855,6.32306608805728,7.11118692381408,7.04147585643761,7.19761706279266
"DAPK1",4.55189723888288,8.40929254156261,8.52292655787023,7.07080692711904,7.62055171166523,3.13824076390921,3.40362790131195,3.58235880393781,6.22872258658991,6.26927885447145,5.07959952403468,3.74248501485116,4.94844460867604,5.70124652257875,7.07243733022166,5.7908632899745,5.43522484544468,2.95147710592922,3.82337468815377,2.75557148354246,2.00143320731216,2.78224353792042
"DBI",7.3680549820692,6.04806533809173,7.67767866220953,7.0305791097692,6.65799593613913,6.5021385965566,6.83327424366116,6.50855764209778,7.28399786597445,6.03674145697999,5.94580573260095,6.53817103612308,6.91091707831014,6.45470547465621,6.55272219983816,6.7242263322931,7.39766805811838,5.67394418138763,5.46471450905167,5.5262131839953,5.43464536893713,5.06747176498132
"ANKFN1",4.20017801009725,2.96489976270992,3.12334219280748,3.99852738111108,5.91699519387879,4.82300097156519,3.36331413739322,5.77270108962069,2.84258703926333,5.37692365946629,6.4533816990822,5.91687793686976,3.03773493005645,3.06676174943727,2.8597572445517,3.4195579545197,4.52562247074249,5.30920515058238,4.64153894635053,4.3735182897535,5.47879735307827,5.17377132198999
"ZNF600",4.23429172424036,4.16010711542042,3.64183403824781,3.80984987938696,5.27578006370959,1.90100721321976,1.48652838036519,1.74391421558019,2.280480584463,2.24205837432574,2.45568084068487,2.36306223840256,5.81808230041232,5.15291294646519,6.11838303151911,6.04417463285247,5.99701345878903,6.02520103539038,5.67392586034669,6.55930192889511,6.70220585661818,5.51773837866962
"ZNF791",2.71734308513978,3.22597284861006,4.58023991770078,5.2805466297784,4.456867638347,2.54971213446354,2.96849157167867,2.64917311716482,2.64654778029226,3.58179673062693,2.78628962084639,3.03110437621329,4.59887508390942,4.61156430459718,5.01901305947195,4.66672812681935,4.5885279233056,5.20649345111048,5.52490038030508,5.96957002779793,6.02181098015409,5.540887097276
"ECI1",6.29526867580603,5.49475654199907,6.45990913904751,5.06566434400466,6.31202134291502,6.59698124769029,6.35693210192944,5.44178592610728,6.08813153857189,5.37932542399671,5.60262202903695,6.28229269593654,5.45794585437487,5.71060837017334,4.70469903104408,5.43175459768501,5.2928018846501,4.95914643050394,5.17002685916934,5.26195225510327,5.18389647880503,4.09781402808793
"DCK",1.90330574326032,2.0095809699927,1.8811552981065,1.95689722103416,2.92245667375745,1.46163921848458,2.21430263620032,1.87135604174772,1.76687278027359,1.85352872719646,1.9252665468637,1.77856184608247,2.05835221272991,2.65015617191107,2.1681619711707,3.01562027125565,4.3046568990747,6.58342514472193,3.23569514768652,6.54582891795246,7.53618146214408,6.73575972183216
"DENND1B",2.85962261060748,2.63469480149554,2.82423943765467,3.38020581663168,4.87939782151804,3.42121110327841,1.844034853832,1.76913664824824,1.83105285965703,3.1505547446991,2.4566988688703,2.85914682027996,3.2696319473447,2.10115875522092,3.3503635034465,3.09404498686485,5.48021394486616,5.39223165778428,4.21828140717896,5.96792378505431,6.90189147544583,6.38861991213169
"DCTD",6.05393220941914,6.33292793438786,6.4311475428882,6.82720725047166,5.00583571204222,5.35535824641256,5.40290416557333,3.18209719245632,5.58200795574639,5.56411037598857,5.85421588173495,6.69893702592655,4.37488989373728,5.99867609729722,5.51745409566385,5.22617649952842,6.77682708145501,2.99716047497747,3.19967785609913,3.29499474090529,3.40155664228097,2.59779138895097
"IFNLR1",3.12689327307318,3.25433810801209,3.84755903804211,3.56229721001899,2.96327944130693,3.24450001894911,4.20006251952917,3.0364212975289,3.0403116124784,3.17872197569163,3.53043736665489,3.1628922297601,4.44569955867876,3.63611100453322,3.5446592110265,3.82173703404866,3.79636075032213,5.73566032377824,5.38426564763496,5.76483801192401,6.07213445632363,5.58723758742971
"SDE2",2.96753003666964,2.6292976652108,2.71873554589642,2.29162100491565,3.11874590992952,1.95632252174193,1.93843686102187,2.13367459465796,2.280480584463,1.82969187080958,1.84885060484202,2.30232706653851,3.10803181494858,2.71582922260344,3.26443792311121,3.43392811447454,4.12034286430926,3.99663997633763,2.77547172494475,3.65837239130992,4.52366540778598,4.39603415879136
"AP1G1",3.65995664408709,4.3861891448637,4.94556399358859,3.70887250956497,5.83509635087277,3.44124506945543,4.67060888650342,4.33028659872681,3.64499527893099,4.26054677751853,2.91439811959182,5.00881654951453,4.68745135359744,4.73443498629196,5.18207053219436,5.21538404768208,5.42306601036843,5.44186924980575,4.8399485935046,5.62061493498799,5.82811843846385,4.533111189104
"TOGARAM2",3.74060489363251,3.80271907101985,3.57660917615636,4.76903698907549,4.72929098559179,3.86805400446953,4.48792921429307,3.85791082599257,4.01255449290271,4.84345650203373,3.801953189206,5.30617002220081,5.89551392249061,4.68549271510674,3.27521385421263,6.02023226633934,4.91237451877332,3.5490427819257,3.07080918101213,3.15719634322471,3.44406767274765,3.28804232176043
"DDX3X",5.96733163999122,6.12040892934358,5.23332855323677,6.28015119288493,5.89236252841354,3.30507258848987,5.74262250349981,3.62595541235171,3.69101755337573,4.62285399125187,3.87188186999157,5.33985156910762,5.93839427597506,6.36578921216248,5.9000296621363,5.57012822942252,6.3722945539156,6.17144940329856,5.34988711650542,6.05618533633736,6.42205746929912,5.79830432996731
"DMXL1",1.84063481977834,2.83889080487772,1.99757919827751,2.05058971616935,2.39094959484075,1.7317114909423,1.56025028061087,1.54974755770956,1.80158227208923,1.73546162251456,1.60778528888914,2.15466873216968,2.32222309225474,2.78881688427748,3.48243024074172,2.22884586830421,2.83840722851817,4.61927482335486,3.83007898596389,4.18990364093563,5.48947647202612,5.26329478097008
"RNF168",2.9561750133467,3.34435352908669,2.73891419575017,2.91805034304797,4.13679721158632,2.30818170988653,3.44073092153468,2.41959305242239,2.80024254424837,2.34235809716171,2.72870996240693,3.46573335930259,3.75524060212935,3.56970492921741,3.48243024074172,3.58984750365578,4.24939403716604,5.36525849767278,2.98546553894127,4.87411952696594,5.15736032694009,4.64887452409756
"DHX15",6.78030587500074,6.40302938142576,7.12651866782184,7.3246584488203,7.15787836035371,5.81157239165213,6.81023454894867,4.44967732892996,4.88849598077528,5.9325565223614,5.43961218539967,6.93297153605561,7.09068263703336,7.24240415330024,7.02696636345824,7.18328928601156,7.58658140504662,8.97444305152152,7.88413011056254,8.58642647479097,8.95753963167693,8.32776724905176
"RASSF6",2.31720621548988,2.43407142302944,1.94960956144293,2.27194239841904,2.43503109903148,2.49435121548004,2.74071789472166,2.47016170069561,2.59887604467521,2.64917311716482,2.82674996081108,2.52493288880431,4.85976397432319,3.26139012356973,3.15533771405963,3.11108592893899,2.94095810176322,6.29543661309079,4.56873090329468,5.4575336884595,5.24883032700009,5.51358088613763
"TENT2",2.90312904866817,3.53660960556434,2.9716948191559,2.56433928359972,3.9691314341195,1.42582828842414,2.47708189254996,2.2656905210817,2.25055258445531,2.13305879653882,2.34252631052878,3.40734870940399,2.95101987225095,3.04337298612566,4.00462553411586,3.82165986080636,3.38816578838132,4.26900544890356,3.7522942485509,4.22772148746825,4.14841166999413,4.76958921684895
"DCP2",3.59089927224806,5.05395533105101,5.17310469005668,5.61969133200663,5.18788931561831,1.85007670814225,2.75332905219952,4.17213975021348,3.91552758263092,3.10873307136839,5.50429845049297,4.89509768904438,4.79102747587624,4.85561175492861,3.87338299525014,3.93417445601073,4.7612898548098,5.46583609938966,5.57779544089554,6.06358070262502,5.78719207796242,5.43257361313915
"CFD",6.58136573029865,4.80625492709002,6.74833819118514,4.4351422534513,6.44933369388625,6.17689808395366,7.12507100699327,5.61299702479609,10.8199612438014,4.8511222139315,5.73991232151895,6.14340294313567,6.45694664969931,8.92537635146229,9.08005050686674,7.95038933588528,6.02200573309336,2.88427063326586,2.14270389313999,3.46582098141459,2.71099790141852,2.49082236791981
"DFFA",6.15307491074925,4.59274653445007,6.15849638409114,4.79043908698908,6.42818401815781,4.79168599954961,4.96953058630756,3.80534400994331,4.1788940936031,4.64972233189304,4.312029945776,5.02815260390089,5.74604468338853,6.34793923491652,5.50308002659586,5.9135286327521,6.50177792117268,6.8068805515002,6.52016685905327,6.32247652111206,6.50036677571987,6.57727544799166
"CCDC71L",5.81763162890146,5.55183527881203,7.80082030299789,3.8403264720786,4.94604008479865,5.49377341980184,5.21982600143341,4.31197829443435,4.32813400038194,4.84308808203552,5.31608041061223,6.27114497911063,3.89248012769524,4.01148746642184,3.52917395820435,3.88111215873056,4.76235338705679,4.1090218630295,3.07826944157395,4.54212378469999,4.36970202537107,4.24280438318642
"GIMAP7",4.20162451997543,4.01089397824812,3.0495235846819,5.34508660458556,6.41632825362125,3.86359844629404,3.06066716375689,3.16977533629174,4.02237268257411,3.44403126284278,5.5685321804098,6.06219926859654,3.38601171863521,4.72968221043113,4.74855472112592,5.46753213198487,5.56739077773472,2.07350210186997,2.39748656581412,2.14280229025074,1.89063375582654,2.59231679724531
"GSDME",5.72859956634584,6.10183762245289,5.93483365149746,3.95917484789525,5.97816845359693,4.63141940254975,4.66855921112498,5.09124259158394,6.04679789327213,4.08954884464538,4.64915648140195,5.4565579024602,5.19270126555886,6.70130417476759,7.72438009307948,7.39081020597144,5.9164481120343,5.45526666736303,3.8661273506586,4.59097221450603,4.72166961364346,4.29206028922115
"COCH",5.44679037974331,2.87119654565892,3.65821277719027,1.77267112590622,3.90508229118274,2.26094032376013,5.7482416142799,2.7651789726675,2.49334069679615,2.75225741253149,3.40204892145074,2.70056310909708,4.43763159567392,4.90531826926213,4.48015832296414,4.25984604003754,5.87810219883329,4.35407398324732,3.99971929742544,4.37452072814726,4.69343481280038,3.81600604364324
"TMEM273",5.32738436544324,8.78186870716262,4.81949503196041,9.33742748082116,7.06196061965788,6.78793113566046,5.82180454094697,6.77290944155373,6.80883000576048,5.99312358439313,7.41849205169455,5.53862179701775,5.39444485447912,5.68811945954012,6.17066528418293,6.02503046131335,5.45237704351997,3.3290377700397,2.92978178007713,3.05145014587447,2.95548410410013,2.92355146938467
"PWWP2B",5.49621014734779,6.17399579691332,4.59344065711826,5.40354601673338,5.34990296161524,7.19332684763431,5.19658983896409,5.56720632051435,7.7374228728457,5.97800205416644,5.92066683153268,5.48605181022441,5.5834066586856,6.01158333829905,5.6182538036608,5.76616894291347,6.04330645627407,4.60653821012443,3.83028756939344,4.2247930365609,4.05603799933563,4.11757709132681
"DHX36",4.33787985676705,4.94146471965625,5.11438650643164,4.8086744526769,5.56781393731297,3.67990595551382,2.30269745670653,2.42580887355821,3.42037786591003,3.18399848952736,3.51418591319674,5.11425172399269,4.76558580645581,5.08247598742933,5.03820274862797,4.60428998772897,5.51065645300083,5.42622809718669,3.44572687163303,5.89646401541167,6.68269020895011,5.69074046244286
"GIMAP1",8.02480512530085,6.6862221839423,6.53983418736959,8.12656849286095,7.74595479645451,8.29690400238902,7.77446375449758,6.37237026162573,9.44503580785333,7.18450250097971,8.91386423248536,8.66315215590798,6.99207520390234,7.95112575184549,8.43071820867732,8.16015977559336,7.42283498127044,2.60089125494945,2.04201376685142,1.83498632805425,1.55592063851439,2.09076258865446
"ZNF721",2.32616972584737,2.31863889229249,3.20606151699645,1.96255522590944,2.92764693108337,1.60233873350481,2.24252895969201,1.66060044257368,1.74242131841827,1.86031149564217,2.00800130164999,2.19803576707572,2.61462230252235,2.3922761141398,2.17126654273824,2.36835768291401,2.65297891522574,4.02676102117596,3.06538201001168,4.48090561150957,5.07294001769932,5.07468371601967
"ASXL1",4.31966874270011,6.46189161327048,7.4915561570333,6.82831240187821,6.51977172061645,7.29424360807081,4.6621137393572,4.48455937383293,4.39787046348302,6.27038546925039,4.60569596350222,7.87411178182736,6.36726659189739,5.79587830571873,6.68692578653088,6.62525502208612,7.08275858363805,7.8390403677701,5.94648906813711,7.87082335181759,8.08641806139225,7.06396765186808
"ABHD3",2.2543606715598,2.32745688452728,2.0895002055343,1.83523797528762,2.71560223966299,1.42582828842414,2.41007002976956,1.13222021609773,2.22242006281375,1.54578107154695,2.00429448729783,2.18731024175578,2.16002309750608,2.78881688427748,2.13667113820292,3.2638292137096,3.76024959530594,3.52814342048451,2.47252802841925,3.53347922374604,3.88469006713649,3.69000083965609
"DHCR7",6.05937102899039,5.67049495850258,5.12283146261466,5.48507830610701,5.56443932778124,5.84417705684632,4.44701687537025,4.96558498738937,5.87242741520252,6.39578135697475,5.67252567263493,6.25255182983132,6.50396350986682,6.2893275113177,5.75026403276172,6.85304389453551,6.3420093306882,5.16489374080844,4.91588531512437,5.25165205173742,4.70673292824286,4.48086301469033
"DHFR",3.56324776694591,3.43017667065652,2.43006128897017,3.42748763363531,4.18364279591606,3.80033657048391,2.6739436406732,3.6361553981893,2.47248635056576,2.96765975049663,3.93730584506189,3.62695162602971,3.13356477806084,3.38686706658631,3.43919781705928,3.90548323589667,4.32801384051982,5.2965063647841,5.06273844135813,6.13161499895249,5.37484019537537,5.39223165778428
"AFG3L1P",2.58347558767277,3.85850023179073,3.62904757102682,3.46094031897743,4.17256521047026,3.81805340215169,2.84738562149501,2.54130288086802,2.62772559331924,3.02799857862549,3.89654094547859,4.1946631776983,3.46443348690461,4.31197829443435,3.88396452664409,3.94942480768874,4.21053979628427,5.25139799488807,4.40109201112362,5.44678755720944,5.6441874248444,5.45078288028937
"NQO1",3.04949576444313,2.61902588421071,3.7312266939835,3.36160652245332,3.52394762631174,2.71923910953707,2.7111765272288,2.9580406872696,3.40093631972272,3.06166248812214,2.6844537540705,3.22318661587751,2.84309336696652,2.25945166980418,4.61720876763837,4.35999921933125,2.89977177817598,2.02626321225851,2.45201053700679,2.23673326679276,2.15221585027594,2.10195543101101
"DLD",5.2627415937192,4.94779283848895,5.9164481120343,6.31279870782224,6.18598346101642,3.94121604968624,3.70551762791547,2.99250773735906,4.00868803052251,3.09265381123329,4.09215272568935,5.1876670751971,6.14114856001912,5.68933863467739,6.10873115629915,5.51236650270753,6.84783902982406,5.19862198985458,3.72706996808688,5.98106205445156,5.87164773370144,5.67785618594404
"DLG1",4.27816453744369,5.40709699292278,4.3677142986514,3.54973954074371,4.98058989278054,3.69577130731653,4.95578035214241,3.01235893310572,3.47079696425243,3.09265381123329,3.01186495825302,3.85687597321974,4.48624212816047,5.55949753707998,5.57465392658286,5.22329299365624,5.35896209862897,6.63154549238767,5.37910841582153,6.32170343140256,5.37971475196,5.6567589149315
"DMD",2.9772889957696,2.72653277806936,2.43241541830028,2.22386616436877,5.42604013259484,2.12116275468943,2.01431560273028,1.74945871496437,1.84458930843092,1.9739413656866,2.258660697942,2.6222305310568,4.03137740430339,2.55437572614489,2.32275811741295,2.37148116940838,4.46450948692256,5.4048385671168,5.5690542941864,5.54676407405383,6.08337495936658,5.42045283316351
"DNASE1L3",3.42006080232468,7.349612006306,4.59938178912884,5.92952937574124,5.16152671615511,3.33268287934998,4.02016779652074,3.21321186652752,5.71697119145075,5.25118759823835,5.53938664756652,4.24998554890333,4.39894605295677,5.81952087098681,3.62346122193318,4.65165382599679,5.55233980039199,3.07997851689452,3.24001380470526,2.89308626248642,3.35361304559043,2.97240406717041
"DNMT1",5.3158081598061,5.99361845852956,6.41690130339577,6.53064524871542,6.40166028620129,6.60109329372053,6.17912935900571,5.8812730163552,5.11334914682423,6.3533201875537,5.94255678689462,6.13748938222927,6.84030843787371,7.06367906004155,6.22010432805359,7.14010838182076,6.37824506782315,7.7939328384443,7.57424889370012,7.64999143986132,7.9102606882708,7.27419086878691
"DNMT3A",5.62278254145288,6.60852672243793,5.91010534479365,5.82155983044005,6.45014898393809,5.5311914450994,6.22536509053287,5.83963286240756,5.47856894431463,5.36749598204185,5.43196015625416,4.74657389654786,5.54373746805886,4.93958272898102,5.28884494146993,5.28420241566513,5.51065645300084,3.78089969643589,4.64153894635053,3.80607352132315,3.61590154793194,3.69045705315284
"DOCK2",6.66595814664539,6.63940171611735,7.40862892936016,6.78891059289443,6.71597456753769,6.80246821402137,5.93517796519476,5.68219338151689,6.13308602669052,5.86655594596508,6.26659872927876,5.87903090129026,6.41410445895166,6.92954900104257,6.69912772665034,6.90272266606337,6.19285708759476,7.47315949597172,7.81659622710302,7.67992739173766,8.23112862124285,7.52763835328727
"ABAT",1.68303171657153,2.2710634399492,1.56954913376437,2.15654339837167,2.88427063326586,1.15968765616511,1.51207246199365,1.72475530944618,1.63825467490564,1.27440708062933,1.14217239434662,3.20646362021899,2.54736779422931,2.78881688427748,1.91237021417287,3.77019202113302,2.95636024574248,2.29789431113146,2.80897645090627,2.9491812105001,3.86496137424266,3.47683961944957
"DPT",4.43270927103948,3.91610901971887,3.54269723833838,3.65962938310443,3.95278854992865,7.72047926911654,7.45436357131455,4.82534223278017,7.61128226814564,3.55203482114397,4.52366540778598,4.8671959949778,4.52892873989538,3.21651827645815,4.90198579028274,3.72763456897811,3.77696525571352,3.30158317895426,3.3746864812383,3.37188332262919,2.97019262873259,2.94975850268424
"DR1",3.29836059749166,1.76183020928312,3.21251316763336,2.58904341238113,4.70844296661084,2.66108338397443,3.01659882325755,1.91861016243312,2.38799030338928,2.45858975203888,2.91145630509933,2.94164120360229,2.97407431478745,3.40043356502955,3.10323314032412,2.72486053757892,4.59442319285785,4.14414545080922,3.66909111523964,4.21943070841171,4.822774494099,4.52935511017163
"DSC1",2.33352712429407,2.25235969675225,2.04747242295462,2.56054214104153,2.5729843113424,3.00620965374598,2.26460354453288,3.65374401190457,1.99179827851477,4.01266636167409,5.19419887686899,2.95604633397577,2.03526967984016,2.23813810829065,2.05125508776916,2.80388195644651,3.25425742046466,4.05745300641106,2.93067542780015,3.28703410842462,4.17140378355511,3.3732070883191
"DTX1",4.942926991051,3.91487054761403,4.44493872665215,4.09850953771425,4.86677543685115,3.87115216649838,4.58826575649999,4.35023658814093,4.59985212106501,4.72290498391754,5.13113668274877,5.5206951114253,6.59708955938985,4.98828065025412,5.49766228957224,5.69323590689456,4.6393350221667,8.53768521105483,8.69890290862401,8.74682670037698,8.29421821556663,7.67566730636366
"DUSP1",6.84115602445206,8.4567779797354,9.64355526260359,6.23691719710698,7.02246312511714,7.79090157811603,7.49953756637132,9.2935613160727,7.31848443393044,7.30364132815883,6.71882340860682,7.5793502634976,6.74853803850205,7.24598222289446,6.29814741813543,7.64025369876735,6.50265648300246,3.10206820406639,5.27703533567261,3.92714220935122,4.51914605744387,3.1305771988988
"DUSP3",3.3581267363174,3.29827680613929,4.24810840153391,2.93720577776879,4.27609904062845,4.68427905031248,3.07241653690604,3.48073469716146,5.57956620936428,3.1690187102984,3.76406766837763,4.51021782445135,3.29097022424066,3.79291178427368,4.19839925467411,3.28966344738425,4.04591909395409,2.5586423270601,3.03300608769702,2.60081906411357,2.22206851052851,2.73738884624492
"DUSP4",6.22969955515969,5.04878631377004,7.75474488522394,7.34529505150852,4.89881643694323,5.46938603711382,4.76094385839055,4.41547297226398,4.81269026570574,5.61414544563357,6.20208289058611,5.75403097733328,4.83710319948954,4.7624368450915,4.11291503617346,3.68577703834374,4.47488184692069,3.35444874316871,3.37202940681152,2.695526976661,3.47765620283359,2.90672646846067
"DUSP5",3.82671253772068,4.09266944443833,6.13298131976544,4.67368255064335,2.52949701890881,2.79259425860685,3.01373638536091,2.65033615581889,3.60893879625557,3.38750866347556,2.98425382805115,3.04963751545875,4.05481635424185,3.91423382209696,3.59939192142517,3.44499134387011,3.0281926573268,1.87809333863892,2.20805742476798,2.25709404561621,2.47252089113857,2.53479442692724
"DUSP6",3.7270515045244,4.52512649206966,4.27828557378955,4.2283960158599,6.58904635878131,5.60991400611643,2.31618975883425,5.78219737966797,5.19188820960864,4.06515542239349,3.77695328033215,5.62561876949503,6.10141475303598,5.92007359835963,6.25456406291495,6.01769958238538,5.8968868059583,2.8920777606961,3.57727875319843,2.89993546651532,3.46798209642178,2.69433996632219
"DUT",5.3019619369042,4.69373630256258,5.26935998632093,3.3454837296291,4.36206610071616,3.17743259707785,6.18990037767893,2.94205485013889,2.34088355536347,2.70812725742923,3.58999525835798,4.51129590565127,2.92481518781612,4.00333432915732,3.64831816924496,4.41432763640023,5.23604031353359,5.5438446548624,5.04263946362863,5.46766731980503,5.52524874304981,5.27553383860723
"DYRK1A",4.25970918756109,5.08861662037525,3.75406179253226,4.84873034429921,4.70862367814066,2.72607986246275,4.88686500165987,2.76624093658007,3.01266145672659,3.44665142869425,3.49159619283827,4.11981442430386,4.72845592070047,4.73641805844355,4.37998816891838,5.16277299559574,5.73049792499383,6.42785657705279,4.16483577233875,6.03011493230704,6.78040794057784,6.39774482436328
"E2F2",4.55369389112827,4.56197844003995,4.67996822066332,5.22698506267158,5.22487886390112,5.2988632779968,5.15311484152164,5.59083992565882,5.32838713932079,5.66881778196522,4.7548922809649,5.30967267471365,5.55366874255966,6.70086966999316,5.67230595834098,6.15947394680219,6.30855242322649,7.59332675851994,6.52100432376193,7.30816371376825,6.4823515596024,6.2918362852984
"EBF1",5.18251915597643,3.04908387217563,3.41443389628757,4.91214503414791,4.56934830903942,5.53511501007069,3.65691150921028,4.66562725492669,2.22022065750441,4.0536325041535,7.20551173637877,4.68045874375822,5.09925976635466,4.8964765062469,4.60889094475087,4.3798974772813,5.18785964294427,8.62146773152565,9.09400734695058,8.65529188851345,8.84602898990287,8.6922955428767
